[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_125.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_125.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_126.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_126.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_127.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_127.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_128.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_128.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_129.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_129.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_130.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_130.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_131.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_131.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_132.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_132.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_133.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_133.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_134.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_134.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_135.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_135.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_136.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_136.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_137.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_137.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_138.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_138.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_139.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_139.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_140.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_140.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::receiveLiveUpdateBank           : Received live update bank path: fmod:///remote/C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_141.bank
[LOG] ProfileRemoteFile::fileOpen              : Attemping to open remote file 'C:/Users/Happy Code 11/AppData/Local/FMOD Studio/UnsavedProjects/Hotswap-HuclQo/hotswap_141.bank'
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] SoundI::release                          : Naosei02 (00000243F1663228)
[LOG] SoundI::release                          :     Naosei02 (00000243D083C938)
[LOG] SoundI::release                          :     Naosei02 (00000243F1663588)
[LOG] Thread::callback                         : FMOD Studio update thread finished.
[LOG] Thread::callback                         : FMOD Studio bank load thread finished.
[LOG] ProfileClient::markForDead               : Closing client connection
[LOG] Profile::disconnectAll                   : Profiler disconnecting all clients
[LOG] FMOD_OS_Net_Read                         : Interrupted.[LOG] Thread::callback                         : FMOD profiler thread (send) finished.
[LOG] ProfileClient::recvThreadLoopFunction    : Socket disconnected
[LOG] Thread::callback                         : FMOD profiler thread (recv) finished.
[LOG] Thread::callback                         : FMOD Studio sample load thread finished.
[LOG] LiveUpdate::release                      : 
[LOG] LiveUpdate::reset                        : Reset connection (reason Disconnected)
[LOG] Thread::callback                         : FMOD stream thread finished.
[LOG] Thread::callback                         : FMOD mixer thread finished.
[LOG] Profile::disconnectAll                   : Profiler disconnecting all clients
[LOG] SystemI::close                           : Closed.
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] PlaybackSystem::acquireMasterBus         : Setting master channel group format to 6
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
[LOG] Manager::readBank                        : fileversion = 125, compatVersion = 119 (oldest = 44, newest = 125)
